dt_venda;cd_empresa;cd_mercadoria;qt_vendida
01.07.2016 00:00:00;1;159914;53
01.08.2016 00:00:00;1;159914;31
01.11.2016 00:00:00;1;159914;31
01.12.2016 00:00:00;1;159914;11
01.01.2017 00:00:00;1;159914;28
01.02.2017 00:00:00;1;159914;74
01.03.2017 00:00:00;1;159914;32
01.04.2017 00:00:00;1;159914;9
01.05.2017 00:00:00;1;159914;3
01.06.2017 00:00:00;1;159914;40
01.07.2017 00:00:00;1;159914;8
01.08.2017 00:00:00;1;159914;0
01.09.2017 00:00:00;1;159914;17
01.10.2017 00:00:00;1;159914;65
01.11.2017 00:00:00;1;159914;39
01.12.2017 00:00:00;1;159914;72
01.01.2018 00:00:00;1;159914;38
01.02.2018 00:00:00;1;159914;31
01.03.2018 00:00:00;1;159914;33
01.04.2018 00:00:00;1;159914;28
01.05.2018 00:00:00;1;159914;24
01.06.2018 00:00:00;1;159914;44
01.07.2018 00:00:00;1;159914;83
01.08.2018 00:00:00;1;159914;80
01.09.2018 00:00:00;1;159914;40
01.10.2018 00:00:00;1;159914;7
01.11.2018 00:00:00;1;159914;2
01.12.2018 00:00:00;1;159914;0
01.01.2019 00:00:00;1;159914;0
01.01.2016 00:00:00;1;161458;15188
01.02.2016 00:00:00;1;161458;19483
01.03.2016 00:00:00;1;161458;9108
01.04.2016 00:00:00;1;161458;15781
01.05.2016 00:00:00;1;161458;13034
01.06.2016 00:00:00;1;161458;16997
01.07.2016 00:00:00;1;161458;17316
01.08.2016 00:00:00;1;161458;17316
01.11.2016 00:00:00;1;161458;15769
01.12.2016 00:00:00;1;161458;14538
01.01.2017 00:00:00;1;161458;17673
01.02.2017 00:00:00;1;161458;17089
01.03.2017 00:00:00;1;161458;23007
01.04.2017 00:00:00;1;161458;28752
01.05.2017 00:00:00;1;161458;16701
01.06.2017 00:00:00;1;161458;19543
01.07.2017 00:00:00;1;161458;17087
01.08.2017 00:00:00;1;161458;11658
01.09.2017 00:00:00;1;161458;13627
01.10.2017 00:00:00;1;161458;20696
01.11.2017 00:00:00;1;161458;17064
01.12.2017 00:00:00;1;161458;18587
01.01.2018 00:00:00;1;161458;13464
01.02.2018 00:00:00;1;161458;13526
01.03.2018 00:00:00;1;161458;17077
01.04.2018 00:00:00;1;161458;12538
