dt_venda,cd_empresa,cd_mercadoria,qt_vendida
2018-03-01,1,127975,391
2018-04-01,1,127975,401
2018-05-01,1,127975,230
2018-06-01,1,127975,289
2018-07-01,1,127975,437
2018-08-01,1,127975,52
2018-09-01,1,127975,143
2018-10-01,1,127975,625
2018-11-01,1,127975,0
2016-01-01,1,127983,33
2016-02-01,1,127983,9
2016-03-01,1,127983,68
2016-04-01,1,127983,54
2016-05-01,1,127983,0
2016-06-01,1,127983,118
2016-07-01,1,127983,69
2016-08-01,1,127983,35
2016-11-01,1,127983,68
2016-12-01,1,127983,75
2017-01-01,1,127983,25
2017-02-01,1,127983,16
2017-03-01,1,127983,42
2017-04-01,1,127983,86
2017-05-01,1,127983,88
2017-06-01,1,127983,130
2017-07-01,1,127983,49
2017-08-01,1,127983,68
2017-09-01,1,127983,119
2017-10-01,1,127983,107
2017-11-01,1,127983,96
2017-12-01,1,127983,86
2018-01-01,1,127983,28
2018-02-01,1,127983,67
2018-03-01,1,127983,89
2018-04-01,1,127983,113
2018-05-01,1,127983,76
2018-06-01,1,127983,74
2018-07-01,1,127983,53
2018-08-01,1,127983,139
2018-09-01,1,127983,14
2018-10-01,1,127983,45
2018-11-01,1,127983,11
2016-01-01,1,128002,84
2016-02-01,1,128002,156
2016-03-01,1,128002,0
2016-04-01,1,128002,365
2016-05-01,1,128002,113
2016-06-01,1,128002,70
2016-07-01,1,128002,90
2016-08-01,1,128002,96
2016-11-01,1,128002,101
2016-12-01,1,128002,182
2017-01-01,1,128002,146
2017-02-01,1,128002,208
2017-03-01,1,128002,71
2017-04-01,1,128002,30
2017-05-01,1,128002,293
2017-06-01,1,128002,336
2017-07-01,1,128002,221
2017-08-01,1,128002,228
2017-09-01,1,128002,190
2017-10-01,1,128002,295
2017-11-01,1,128002,240
2017-12-01,1,128002,392
2018-01-01,1,128002,273
2018-02-01,1,128002,210
2018-03-01,1,128002,39
2018-04-01,1,128002,424
2018-05-01,1,128002,153
2018-06-01,1,128002,229
2018-07-01,1,128002,207
